CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
220015049,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1500 BLOCK E STADIUM BLVD,ANN ARBOR,2022-04-07 15:06:00,FRAUD,-83.72932529899998,42.260592700000075
220015562,AGGRAVATED ASSAULT,1303,AGG/FEL ASSAULT - FAMILY - STRONG ARM-DOMESTIC,A,500 BLOCK KELLOGG ST,ANN ARBOR,2022-04-25 00:55:00,ASSAULT - AGGRAVATED,-83.74003459999994,42.29303299900005
220015562,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,500 BLOCK KELLOGG ST,ANN ARBOR,2022-04-25 00:55:00,LARCENY - ALL OTHER,-83.74003459999994,42.29303299900005
220015485,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3100 BLOCK WOLVERINE DR,ANN ARBOR,2022-04-24 04:10:30,MOTOR VEHICLE THEFT / FRAUD,-83.69713809999996,42.23728639900003
220002468,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,2700 BLOCK HIKONE RD,ANN ARBOR,2022-01-14 18:06:00,MOTOR VEHICLE THEFT / FRAUD,-83.71106929999996,42.242963700000075
220015643,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3100 BLOCK WOLVERINE DR,ANN ARBOR,2022-04-23 12:00:00,LARCENY - FROM AUTO (LFA),-83.69709399999994,42.237618299000076
220014732,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,1900 BLOCK CHANTER RD,ANN ARBOR,2022-04-18 21:00:00,OBSTRUCTING JUSTICE,-84.39087590099996,42.283387799000025
220015621,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,3000 BLOCK PACKARD RD,ANN ARBOR,2022-04-25 13:04:00,PUBLIC PEACE,-83.65841249999994,42.24497589900005
220014020,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,TAYLOR ST & PEACH ST,ANN ARBOR,2022-04-08 16:30:00,MOTOR VEHICLE THEFT / FRAUD,-83.73463970099994,42.297128600000065
220015680,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,W WASHINGTON ST & S SEVENTH ST,ANN ARBOR,2022-04-25 20:30:00,LARCENY - FROM AUTO (LFA),-83.75860360099995,42.28080700000004
221000283,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1400 BLOCK WHITE ST,ANN ARBOR,2022-04-20 12:00:00,LARCENY - ALL OTHER,-83.73944099999994,42.26286250100003
220015632,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,100 BLOCK W HURON ST,ANN ARBOR,2022-04-25 14:54:00,TRESPASSING / INVASION OF PRIVACY,-83.74933719999996,42.28175809900006
220015805,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,600 BLOCK W HURON ST,ANN ARBOR,2022-04-22 03:00:00,FRAUD,-83.75506259899998,42.28199340000003
221000225,ALL OTHER,2298,BURGLARY - ENTERING WITHOUT PERMISSION,B,1000 BLOCK S FOREST AVE,ANN ARBOR,2022-04-03 04:40:00,BURGLARY - ALL OTHER,-83.73278040099996,42.27022910000005
221000225,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK S FOREST AVE,ANN ARBOR,2022-04-03 04:40:00,LARCENY - ALL OTHER,-83.73278040099996,42.27022910000005
221000241,ALL OTHER,2298,BURGLARY - ENTERING WITHOUT PERMISSION,B,1000 BLOCK S FOREST AVE,ANN ARBOR,2022-04-09 14:01:30,BURGLARY - ALL OTHER,-83.73278040099996,42.27022910000005
221000241,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK S FOREST AVE,ANN ARBOR,2022-04-09 14:01:30,LARCENY - ALL OTHER,-83.73278040099996,42.27022910000005
220014304,ALL OTHER,2298,BURGLARY - ENTERING WITHOUT PERMISSION,B,1000 BLOCK S FOREST AVE,ANN ARBOR,2022-04-06 21:30:00,BURGLARY - ALL OTHER,-83.73278040099996,42.27022910000005
220015561,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,KILBRENNAN CT & CHAMPAGNE DR,ANN ARBOR,2022-04-25 00:52:00,INTIMIDATION / STALKING,-83.71221789999998,42.23498300000006
220015702,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1200 BLOCK WASHTENAW CT,ANN ARBOR,2022-04-26 02:07:00,DAMAGE TO PROPERTY,-83.73400459899995,42.27683630000007
220014203,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2022-04-14 15:35:00,LARCENY - RETAIL FRAUD,-83.74593819899997,42.24279770000004
221000285,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2300 BLOCK W STADIUM BLVD,ANN ARBOR,2022-04-27 08:50:00,LARCENY - ALL OTHER,-83.77808339999996,42.27729970000007
220011477,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,300 BLOCK PACKARD ST,ANN ARBOR,2022-03-25 16:46:00,DAMAGE TO PROPERTY,-83.74591309999994,42.27560710000006
220015612,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2200 BLOCK MELROSE RD,ANN ARBOR,2022-04-23 12:00:00,LARCENY - ALL OTHER,-83.71480759999997,42.266444799000055
220015740,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,300 BLOCK POTTER AVE,ANN ARBOR,2022-04-23 03:30:00,BURGLARY - RESIDENTIAL,-83.75093459899995,42.26648209900003
220015048,DRUG/NARCOTIC VIOLATIONS,3547,METHAMPHETAMINE - POSSESS,A,700 BLOCK S MAIN ST,ANN ARBOR,2022-04-21 14:39:00,DRUG OFFENSES,-83.74983509999998,42.272502701000064
220015048,ALL OTHER,5503,DRUGS - (OTHER) PRESCRIPTION,B,700 BLOCK S MAIN ST,ANN ARBOR,2022-04-21 14:39:00,HEALTH AND SAFETY,-83.74983509999998,42.272502701000064
220015767,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1500 BLOCK ARLINGTON BLVD,ANN ARBOR,2022-04-13 12:00:00,FRAUD,-83.70608919899996,42.262360200000046
220014995,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,2900 BLOCK HICKORY LN,ANN ARBOR,2022-04-21 00:40:00,BURGLARY - RESIDENTIAL,-83.70110669899998,42.271063500000025
221000286,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,500 BLOCK S FOREST AVE,ANN ARBOR,2022-04-26 22:45:00,LARCENY - ALL OTHER,-83.73335549999996,42.27532270100005
220015733,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,2900 BLOCK SOUTH STATE STREET,ANN ARBOR,2022-04-26 10:30:00,LARCENY - RETAIL FRAUD,-83.73896379899998,42.24443610000003
220001423,DRUG/NARCOTIC VIOLATIONS,3547,METHAMPHETAMINE - POSSESS,A,FOURTH ST & W WILLIAM ST,ANN ARBOR,2022-01-12 09:21:00,DRUG OFFENSES,-83.75481680099995,42.277982000000065
220015842,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,300 BLOCK E HURON ST,ANN ARBOR,2022-04-26 14:55:30,INTIMIDATION / STALKING,-83.74572750099998,42.28182970000006
220015860,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK S FIFTH AVE,ANN ARBOR,2022-04-27 11:05:00,PUBLIC PEACE,-83.74639409899999,42.27832870100008
220015860,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2022-04-27 11:05:00,TRESPASSING / INVASION OF PRIVACY,-83.74639409899999,42.27832870100008
220014878,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3100 BLOCK BOARDWALK DR,ANN ARBOR,2022-04-20 01:02:30,LARCENY - FROM AUTO (LFA),-83.73394239999999,42.24174369900004
220004627,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,600 BLOCK CHURCH ST,ANN ARBOR,2022-02-04 02:40:00,ASSAULT - SIMPLE,-83.73425359899994,42.27393470000004
220002621,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,500 BLOCK E. WASHINGTON,ANN ARBOR,2022-01-20 12:46:30,MOTOR VEHICLE THEFT / FRAUD,-83.74260130099998,42.279972300000054
220015768,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3900 BLOCK PLATT RD,ANN ARBOR,2022-04-26 15:17:00,ASSAULT - SIMPLE,-83.70052539999995,42.23073860100004
220014674,AGGRAVATED ASSAULT,1371,AGG/FEL ASSAULT - MURDER ATTEMPT,A,E. MEDICAL CENTER DR.  &  FULLER RD.,ANN ARBOR,2022-04-13 20:00:00,ASSAULT - AGGRAVATED,-83.73251830099997,42.286529700000074
220012036,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,500 BLOCK PAULINE BLVD,ANN ARBOR,2022-03-30 05:22:30,MOTOR VEHICLE THEFT / FRAUD,-83.75325799999996,42.26871870000008
220015054,INTIMIDATION,1376,INTENTIONAL THREAT TO COMMIT ACT OF VIOLENCE AGAINST SCHOOLS,A,SEQUOIA PKWY & N MAPLE RD,ANN ARBOR,2022-04-21 15:18:00,INTIMIDATION / STALKING,-83.78077519999994,42.29375550000003
220000504,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,2100 BLOCK W STADIUM BLVD,ANN ARBOR,2022-01-05 17:37:30,LARCENY - RETAIL FRAUD,-83.77526330099994,42.27331060000006
221000289,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2000 BLOCK PAULINE BLVD APT. 2A,ANN ARBOR,2022-04-20 12:00:00,LARCENY - FROM AUTO (LFA),-83.77515169899993,42.26826600000004
220015956,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,300 BLOCK S ASHLEY ST,ANN ARBOR,2022-04-28 03:59:00,PUBLIC PEACE,-83.75006329999997,42.27947720000003
220015869,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,100 BLOCK N FOURTH AVE,ANN ARBOR,2022-04-27 12:02:00,ASSAULT - SIMPLE,-83.74693070099994,42.28185700000006
220015437,ROBBERY,1203,ROBBERY - BUSINESS - STRONG ARM,A,300 BLOCK S ASHLEY ST,ANN ARBOR,2022-04-24 06:29:00,ROBBERY,-83.75006329999997,42.27947720000003
220015919,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,400 BLOCK N THAYER ST,ANN ARBOR,2022-02-15 12:30:00,FRAUD,-83.73954469999995,42.28413860000006
220009634,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,700 BLOCK MILLER AVE,ANN ARBOR,2022-03-12 19:55:30,MOTOR VEHICLE THEFT / FRAUD,-83.75605829999995,42.284425500000054
220015784,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,3077,"RETAIL FRAUD, MISREPRESENTATION 3RD DEGREE",A,2000 BLOCK GREEN RD,ANN ARBOR,2022-04-26 17:00:00,LARCENY - RETAIL FRAUD,-83.69147529999998,42.30377500000003
220015894,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1500 BLOCK BRIARWOOD CIRCLE,ANN ARBOR,2022-04-27 03:30:00,DAMAGE TO PROPERTY,-83.75286379999994,42.23893779900004
220014683,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,100 BLOCK N DIVISION ST,ANN ARBOR,2022-04-17 00:15:00,DAMAGE TO PROPERTY,-83.74410919999997,42.28185650000006
221000288,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,800 BLOCK W HURON ST,ANN ARBOR,2022-04-25 15:00:00,LARCENY - ALL OTHER,-83.75707470099996,42.28193029900007
220015907,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,500 BLOCK DETROIT ST,ANN ARBOR,2022-04-27 16:28:00,FRAUD,-83.74433739899996,42.285378200000025
220015331,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK FULLER RD,ANN ARBOR,2022-04-23 14:00:00,LARCENY - FROM AUTO (LFA),-83.70011009999996,42.27691580000004
220003758,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2022-01-28 17:02:00,LARCENY - RETAIL FRAUD,-83.68746029999994,42.25533640100008
220003563,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2022-01-27 13:44:00,LARCENY - RETAIL FRAUD,-83.68723179999995,42.255293100000074
220003104,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,3600 BLOCK WASHTENAW AVE,ANN ARBOR,2022-01-23 18:10:00,LARCENY - RETAIL FRAUD,-83.68765169999995,42.258218800000066
220016101,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,2700 BLOCK PLYMOUTH RD,ANN ARBOR,2022-04-28 23:24:00,OBSTRUCTING JUSTICE,-83.70630089999997,42.30263450000007
220016238,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2900 BLOCK N KNIGHTSBRIDGE CIR,ANN ARBOR,2022-03-15 12:00:00,FRAUD,-83.73255969999997,42.314532099000076
220016083,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,GRASS LAKE WEIGH STATION,ANN ARBOR,2022-04-28 21:46:00,OBSTRUCTING JUSTICE,-84.21318829999996,42.25136710100003
220016092,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,1900 BLOCK GEDDES AVE,ANN ARBOR,2022-04-28 22:49:00,OTHER - ORDINANCE VIOLATIONS,-83.72410589899994,42.27524000100004
220014643,INTIMIDATION,1382,STALKING (MISDEMEANOR),A,3100 BLOCK BOLGOS CIR,ANN ARBOR,2022-04-18 08:33:00,INTIMIDATION / STALKING,-83.69044180099996,42.31187889900008
220016233,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK E EISENHOWER PKWY,ANN ARBOR,2022-04-29 16:08:00,ASSAULT - SIMPLE,-83.71435100099995,42.24358840000008
220012613,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1900 BLOCK S INDUSTRIAL HWY,ANN ARBOR,2022-04-03 04:21:00,LARCENY - ALL OTHER,-83.73834129999995,42.25894640000007
220016227,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1900 BLOCK STEERE PL,ANN ARBOR,2022-01-20 12:00:00,FRAUD,-83.72543419999994,42.25850940000004
220016300,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,1600 BLOCK S STATE ST,ANN ARBOR,2022-04-30 00:15:00,ASSAULT - AGGRAVATED,-83.74004270099994,42.26068920000006
220016296,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,W LIBERTY ST & S ASHLEY ST,ANN ARBOR,2022-04-29 23:13:00,ASSAULT - SIMPLE,-83.74986259899998,42.27961750000003
220016322,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK MILLER AVE,ANN ARBOR,2022-04-30 04:43:00,ASSAULT - SIMPLE,-83.75605829999995,42.284425500000054
220016211,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,200 BLOCK E WASHINGTON ST,ANN ARBOR,2022-04-28 19:30:00,LARCENY - ALL OTHER,-83.74693959899997,42.280641099000036
220016230,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3200 BLOCK WASHTENAW AVE,ANN ARBOR,2022-04-28 18:00:00,FRAUD,-83.69608220099997,42.25824220000004
220016495,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,400 BLOCK N ASHLEY ST,ANN ARBOR,2022-05-01 03:19:00,ASSAULT - AGGRAVATED,-83.74989740099994,42.28437740100003
220016437,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,1700 BLOCK BROOKFIELD DR,ANN ARBOR,2022-04-30 21:27:00,BURGLARY - RESIDENTIAL,-83.76438889999997,42.24852050000004
220016430,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,2200 BLOCK S MAIN ST,ANN ARBOR,2022-04-30 20:43:00,FRAUD,-83.74987439999995,42.253347000000076
220016336,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,3076,RETAIL FRAUD REFUND/EXCHANGE 2ND DEGREE,A,800 BLOCK BRIARWOOD CIR,ANN ARBOR,2022-04-26 16:30:00,LARCENY - RETAIL FRAUD,-83.74149270099997,42.24026310000005
220016449,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1800 BLOCK LAKE LILA LN,ANN ARBOR,2022-04-30 05:56:00,FRAUD,-83.71837769999996,42.30115650000005
220016544,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,300 BLOCK E TERRITORIAL RD N,ANN ARBOR,2022-05-01 14:23:00,OBSTRUCTING JUSTICE,-83.75512369999996,42.37894829900006
220016483,ALL OTHER,7380,NUISANCES ORD - NOISE / PROHIBITED HOURS / AREA,B,1600 BLOCK WASHTENAW AVE,ANN ARBOR,2022-05-01 02:16:00,OTHER - ORDINANCE VIOLATIONS,-83.72734340099998,42.27234850000008
210046784,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1200 BLOCK HILL ST,ANN ARBOR,2021-12-16 16:23:00,DAMAGE TO PROPERTY,-83.73408760099994,42.27181580100006
220016389,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,3000 BLOCK WASHTENAW AVE,ANN ARBOR,2022-04-30 14:57:00,DAMAGE TO PROPERTY,-83.69911359999998,42.257833299000026
220016693,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1400 BLOCK GREENVIEW DR,ANN ARBOR,2022-05-02 16:14:00,FRAUD,-83.76384300099994,42.26279180000006
220016484,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S ASHLEY ST,ANN ARBOR,2022-05-01 02:26:00,TRESPASSING / INVASION OF PRIVACY,-83.75004629999995,42.27948040000007
221000297,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK W JEFFERSON ST,ANN ARBOR,2022-04-29 19:44:30,LARCENY - ALL OTHER,-83.75332019999996,42.27576140000008
220014818,ALL OTHER LARCENY,2310,LARCENY - FROM MAILS,A,2300 BLOCK W STADIUM BLVD,ANN ARBOR,2022-03-16 12:00:00,LARCENY - ALL OTHER,-83.77914409999994,42.27779450000003
220016444,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,0 BLOCK HEATHERIDGE AVE,ANN ARBOR,2022-04-30 22:24:00,DAMAGE TO PROPERTY,-83.71457929899998,42.27163030000003
220016679,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2000 BLOCK COMMERCE BLVD,ANN ARBOR,2022-01-15 01:00:00,ASSAULT - SIMPLE,-83.77743239999995,42.26943870000008
210048035,RUNAWAY,7070,RUNAWAY,B,1300 BLOCK BROOKFIELD DR,ANN ARBOR,2021-12-26 23:53:00,MISSING PERSON / RUNAWAY,-83.76103259999996,42.247924100000034
210047391,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2021-12-20 23:28:00,PUBLIC PEACE,-83.77356289999994,42.27072470000007
210047391,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,2000 BLOCK W STADIUM BLVD,ANN ARBOR,2021-12-20 23:28:00,TRESPASSING / INVASION OF PRIVACY,-83.77356289999994,42.27072470000007
220016698,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2200 BLOCK W STADIUM BLVD,ANN ARBOR,2022-05-02 16:57:00,ASSAULT - SIMPLE,-83.77796939999996,42.275270000000035
220008465,ALL OTHER,4801,RESISTING OFFICER,B,1100 BLOCK S MAPLE RD,ANN ARBOR,2022-03-04 16:09:00,OBSTRUCTING POLICE,-83.78032159999998,42.26842820000007
221000303,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,700 BLOCK S MAIN ST,ANN ARBOR,2022-04-25 00:00:00,FRAUD,-83.74303779999997,42.28082560000007
220016633,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,1500 BLOCK BRIARWOOD CIR,ANN ARBOR,2022-05-02 08:23:00,MOTOR VEHICLE THEFT / FRAUD,-83.74066819999996,42.24083499900007
220015988,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2022-04-27 14:45:00,FRAUD,-83.68977000099994,42.25712760000005
221000299,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,500 BLOCK WALNUT ST,ANN ARBOR,2022-04-26 11:12:00,LARCENY - ALL OTHER,-83.72917709899997,42.275973700000065
220016576,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2000 BLOCK S HURON PKWY,ANN ARBOR,2022-05-01 17:49:00,ASSAULT - SIMPLE,-83.69572049899995,42.25671329900007
220016412,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,300 BLOCK CATHERINE ST,ANN ARBOR,2022-04-30 17:33:00,DAMAGE TO PROPERTY,-83.74521400099997,42.28288900100006
220016531,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,N THAYER ST & LAWRENCE ST,ANN ARBOR,2022-05-01 12:56:00,ASSAULT - SIMPLE,-83.73977539999998,42.28394590000005
220002171,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,200 BLOCK N ASHLEY ST,ANN ARBOR,2022-01-16 17:17:30,LARCENY - FROM AUTO (LFA),-83.74940360099998,42.28258240100007
220016585,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,2000 BLOCK COMMERCE DR,ANN ARBOR,2022-05-01 20:06:00,ASSAULT - AGGRAVATED,-83.74303779999997,42.28082560000007
220016585,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,2000 BLOCK COMMERCE DR,ANN ARBOR,2022-05-01 20:06:00,BURGLARY - RESIDENTIAL,-83.74303779999997,42.28082560000007
220016018,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,700 BLOCK POMONA RD,ANN ARBOR,2022-04-23 16:00:00,FRAUD,-83.76259199999998,42.288098500000046
220016800,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3000 BLOCK SIGNATURE BLVD,ANN ARBOR,2022-05-03 15:17:00,ASSAULT - SIMPLE,-83.75294290099998,42.24094270000006
220016808,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,2000 BLOCK GREEN RD,ANN ARBOR,2022-05-03 16:52:00,LARCENY - RETAIL FRAUD,-83.69147529999998,42.30377500000003
220000338,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3200 BLOCK BOARDWALK DR,ANN ARBOR,2022-01-03 22:42:30,MOTOR VEHICLE THEFT / FRAUD,-83.73211629999997,42.24118340000007
220010234,AGGRAVATED ASSAULT,1306,AGG/FEL ASSAULT - NON-FAMILY - STRONG ARM,A,200 BLOCK E DAVIS AVE,ANN ARBOR,2022-03-17 14:10:00,ASSAULT - AGGRAVATED,-83.74784360099994,42.27055270000005
220016824,AGGRAVATED ASSAULT,1302,AGG/FEL ASSAULT - FAMILY - OTHER WEAPON-DOMESTIC,A,1900 BLOCK W LIBERTY ST,ANN ARBOR,2022-05-03 18:30:00,ASSAULT - AGGRAVATED,-83.77273339899995,42.27697090000004
220016824,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1900 BLOCK W LIBERTY ST,ANN ARBOR,2022-05-03 18:30:00,DAMAGE TO PROPERTY,-83.77273339899995,42.27697090000004
220016813,INTIMIDATION,1384,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",A,400 BLOCK S.REVENA BLVD,ANN ARBOR,2022-04-02 23:30:00,INTIMIDATION / STALKING,-83.76574450099997,42.278528100000074
220016767,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1800 BLOCK MICHELLE CT,ANN ARBOR,2022-05-02 12:00:00,FRAUD,-83.72576619999995,42.31436460000003
221000304,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,700 BLOCK FOREST,ANN ARBOR,2022-05-03 00:00:00,LARCENY - FROM AUTO (LFA),-83.73393059999995,42.27385590000006
